project_ID	geocoded	project_title	date_of_effectiveness	actual_start_date	date_of_agreement	donors	iati_donor_codes	donor_iso3	amp_sector_name	donor_iso3	ad_sector_code	ad_sector_name	status	total_c_to_2012	total_d_to_2012	c_2000	c_2001	c_2002	c_2003	c_2004	c_2005	c_2006	c_2007	c_2008	c_2009	c_2010	c_2011	c_2012	c_2013_currentUSD	d_2001	d_2002	d_2003	d_2004	d_2005	d_2006	d_2007	d_2008	d_2009	d_2010	d_2011	d_2012	d_2013_currentUSD
872381560	1	"Country Programme Nepal (2002-2012)"	2007-09-26	2002-01-01	2007-09-26	"World Food Programme"	41140		EDUCATION	DAC	110	Education	Completed	38912588.78	20749283.57	0	0	0	0	0	0	0	0	0	11797269.19	12308630.91	0	14806688.68	0	0	0	0	0	0	0	0	0	0	7687897.95	2958400	10102985.62	0
872381561	1	"The Establishment of the Korea-Nepal Institute of Technology in Butwal"	2008-09-05	2008-09-05	2008-09-05	"Korea International Cooperation Agency"	11000	KOR	EDUCATION	KOR	110	Education	Completed	6187540.26	5520215.52	0	0	0	0	0	0	0	0	5465603.5	0	721936.76	0	0	0	0	0	0	0	0	0	0	0	0	3297622.41	903263.33	1319329.78	0
872381592	1	"Establishment of the ICT Center to Enhance ICT Capabilities in Nepal"	2010-09-23	2010-09-23	2010-09-23	"Korea International Cooperation Agency"	11000	KOR	EDUCATION	KOR	110	Education	On-Going	5308358.56	3705016.31	0	0	0	0	0	0	0	0	0	0	5308358.56	0	0	0	0	0	0	0	0	0	0	0	0	170189.16	1136912.78	2397914.37	1028424.385
8723816110	1	"Khimti Neighbourhood Development Project - KIND"	2007-07-05	2007-07-05	2007-07-05	"Norway|United Nations Development Programme"	11000|41114		ELECTRICITY	DAC	230	"Energy Generation and Supply"	Completed	4979544.78	4120772	0	0	0	0	0	0	4046462.94	0	849234.33	0	0	99094	-15246.49	0	0	0	0	0	0	0	548651.48	1407992.35	1306503.54	281033.17	345861	230730.46	0
8723816115	1	"Middle Marsyangdi Hydrolectric Project"	1999-02-23	1999-02-23	1999-02-23	"Kreditanstalt für Wiederaufbau"	DE-2	DEU	ELECTRICITY	DEU	230	"Energy Generation and Supply"	Completed	77178176.9	219498485.26	0	0	0	0	0	33653563.45	0	43524613.45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	201318690.1	-2786008.81	20965803.97	22025.654
8723816144	1	"Chameliya Hydro Electric Project"	2008-10-23	2009-05-07	2008-10-23	"Economic Development Cooperation Fund Korea"	22000	KOR	ELECTRICITY	KOR	230	"Energy Generation and Supply"	On-Going	49190431.52	42320119.41	0	0	0	0	0	0	0	0	49190431.52	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18795037.08	18790555.03	4734527.3	6213134.311
8723816154	1	"Tax Governance Support Project (TGSP)"				Denmark	11000	DNK	"REVENUE & FINANCIAL ADMINISTRATION"	DNK	151	"Government and civil society general"	pipeline	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8723816167	1	"Supporting Investments in Water Security in River Basins"			2010-07-04	"Asian Development Bank"	46004		"WATER AND ENERGY COMMISSION SECRETARIATS"	DAC	150	"Government and Civil Society"	On-Going	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8723816168	1	"Rural Finance Sector Development Cluster Program (Sub Program 2)"	2011-03-26	2011-03-23	2010-12-23	"Asian Development Bank|Ministry of Finance"	46004|12000		"FINANCIAL REFORM"	DAC	240	"Banking and Financial Services"	On-Going	81165543	31320065.84	0	0	0	0	0	0	0	0	0	0	81165543	0	0	0	0	0	0	0	0	0	0	0	0	0	31081025	239040.84	3889879
8723816169	1	"EC-Nepal, WTO Assistance Programme"	2007-03-20	2007-03-20	2007-03-20	"European Union"	42000		COMMERCE	DAC	250	"Business and Other Services"	On-Going	3135114.23	1316592.66	0	0	0	0	0	0	0	0	3135114.23	0	0	0	0	0	0	0	0	0	0	0	999244.25	155632	0	161716.41	0	0	0
8723816186	1	"Capital Markets and Infrastructure Finance Support Project"	2011-08-09		2011-06-27	"Asian Development Bank"	46004		"FINANCIAL REFORM"	DAC	240	"Banking and Financial Services"	On-Going	5000000	512896.84	0	0	0	0	0	0	0	0	0	0	0	5000000	0	0	0	0	0	0	0	0	0	0	0	0	0	512896.84	0
8723816219	1	"Federalism Support Programme Phase II"	2009-07-01		2009-07-01	"Deutsche Gesellschaft für Internationale Zusammenarbeit"	11000	DEU	"PEACE AND RECONSTRUCTION"	DEU	700	"Humanitarian Aid (Including Reconstruction and Recovery)"	Completed	1488368.23	1320878.01	0	0	0	0	0	0	0	0	1488368.23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1320878.01	0	0
872381642	1	"Rural Finance Sector Development-Cluster Program  (Sub Program I)"	2006-11-21	2006-11-21	2006-11-01	"Asian Development Bank"	46004		"FINANCIAL REFORM"	DAC	240	"Banking and Financial Services"	Completed	84374197.13	69524453.32	0	0	0	0	0	0	84374197.13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	64019840.37	5466520	38092.95	0
872381652393	1	"Integrated Food Security Phase Classification (IPC)in Asia."	2012-05-10	2011-11-01	2012-05-10	"Food and Agriculture Organization"	41301		AGRICULTURE	DAC	311	Agriculture	On-Going	1800054	723118.52	0	0	0	0	0	0	0	0	0	0	0	1800054	0	0	0	0	0	0	0	0	0	0	0	0	0	723118.52	0
872381662872	1	"Private Sector Participation in Labour Migration Management"				"International Organization for Migration"	40000		"OTHERS: ECONOMIC"	DAC	150	"Government and Civil Society"	New	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8723816649	1	"Electricity Transmission Expansion and Supply Improvement Project (ETESIP)"	2012-06-21	2012-03-23	2012-03-23	"Asian Development Bank|Norway"	46004|11000		ELECTRICITY	DAC	230	"Energy Generation and Supply"	On-Going	102130113.18	5169739.78	0	0	0	0	0	0	0	0	0	0	0	0	102130113.18	0	0	0	0	0	0	0	0	0	0	0	5169739.78	0	4870
872381713679	1	"Electoral Support Project Phase II"	2012-11-29	2012-11-29	2012-11-29	"Department for International Development|European Union|United Nations Development Programme"	GB-1|42000|41114		"CONSTITUTIONAL BODIES"	DAC	151	"Government and civil society general"	On-Going	11151296.63	1150564.35	0	0	0	0	0	0	0	0	0	0	0	0	11151296.63	5187688.956	0	0	0	0	0	0	0	0	0	0	0	1150564.35	4146655
872381731	1	"Second Small town Water Supply and Sanitation Sector Project"	2010-01-14	2010-01-24	2009-11-27	"Asian Development Bank"	46004		"DRINKING WATER"	DAC	140	"Water Supply and Sanitation"	On-Going	49834873.19	5583353.53	0	0	0	0	0	0	0	0	0	49834873.19	0	0	0	0	0	0	0	0	0	0	0	0	0	1312274.35	1335771	2935308.18	4370410
872381753542	1	"Empowering Women in the Churia to Improve their Livelihoods (SHAKTI) Project"	2008-01-01	2008-01-01	2008-01-01	"Austria|CARE Austria|CARE Nepal|European Union"	11000|22000|23000|42000		"FOREST|LIVELIHOOD|WOMEN CHILDREN & SOCIAL WELFARE"	DAC	312|160|160	"Forestry|Other Social Infrastructure and Services|Other Social Infrastructure and Services"	Completed	1739904.69	1582719.5	0	0	0	0	0	0	0	0	1739904.69	0	0	0	0	0	0	0	0	0	0	0	0	664700.96	341274.61	310327.13	0	266416.8	0
872381753556	1	"Women and Youth as Pillars of Sustainable Peace (WYPSP)"	2008-01-01	2008-01-01	2008-04-25	"CARE International UK|CARE Nepal|European Union"	22000|23000|42000		"PEACE AND RECONSTRUCTION|WOMEN CHILDREN & SOCIAL WELFARE"	DAC	700|160	"Humanitarian Aid (Including Reconstruction and Recovery)|Other Social Infrastructure and Services"	Completed	1212551.9	1106087.43	0	0	0	0	0	0	0	0	1212551.9	0	0	0	0	0	0	0	0	0	0	0	0	482518.77	230029.04	216967.92	0	176571.7	0
872381753563	1	"Safe Passage"	2008-01-01	2008-01-01	2008-04-25	"CARE Nepal|European Union"	23000|42000		LIVELIHOOD	DAC	160	"Other Social Infrastructure and Services"	Completed	1191588	1087849.63	0	0	0	0	0	0	0	0	1191588	0	0	0	0	0	0	0	0	0	0	0	0	468642.67	233167.28	217276.83	0	168762.85	0
872381753573	1	"Women Empowerment for transformation in Churia Area Project (SAKCHHAM II)"	2010-01-01	2010-01-01	2011-06-16	"Austria|CARE Austria"	11000|22000		"LIVELIHOOD|WOMEN CHILDREN & SOCIAL WELFARE"	DAC	160|160	"Other Social Infrastructure and Services|Other Social Infrastructure and Services"	Completed	556866.97	556866.97	0	0	0	0	0	0	0	0	0	172555.13	384311.84	0	0	0	0	0	0	0	0	0	0	0	172555.13	384311.84	0	0	0
872381753579	1	"Building community resilience to disasters in Far Western Nepal (SAMRAKSHAN)"	2011-04-01	2011-04-01	2011-04-29	"Austria|CARE Austria|European Union"	11000|22000|42000		"LAND REFORM & SURVEY|PEACE AND RECONSTRUCTION"	DAC	311|700	"Agriculture|Humanitarian Aid (Including Reconstruction and Recovery)"	Completed	649245.51	649245.51	0	0	0	0	0	0	0	0	0	0	0	649245.51	0	0	0	0	0	0	0	0	0	0	0	0	649245.51	0	0
872381753587	1	"Promotion and Protection of Rights of Nepali Migrant Women (Shuva Yatra)"	2011-01-01	2011-01-01	2011-01-20	"Austria|CARE Austria|CARE Nepal|European Union"	11000|22000|23000|42000		"LIVELIHOOD|WOMEN CHILDREN & SOCIAL WELFARE"	DAC	160|160	"Other Social Infrastructure and Services|Other Social Infrastructure and Services"	On-Going	982548.08	841996.89	0	0	0	0	0	0	0	0	0	0	982548.08	0	0	0	0	0	0	0	0	0	0	0	0	326375.3	0	515621.59	0
872381823082	1	"Supporting the Role of Schools in Disaster Risk Reduction (SRSD)"	2010-10-05	2010-09-15	2010-10-05	"Reach Out To Asia (ROTA)"	22000	QAT	EDUCATION|MISCELLANEOUS	QAT	110|430	Education|Other	On-Going	497653	497653	0	0	0	0	0	0	0	0	0	0	0	497653	0	0	0	0	0	0	0	0	0	0	0	0	497653	0	0
872381825191	1	"Managing Risk through Economic Development"		2013-05-01		"Margaret A. Cargill Foundation"	22000		"AGRICULTURE|LIVELIHOOD|OTHERS: ECONOMIC"	DAC	311|160|150	"Agriculture|Other Social Infrastructure and Services|Government and Civil Society"	New	23476.92	0	0	0	0	0	0	0	0	0	0	0	0	0	23476.92	0	0	0	0	0	0	0	0	0	0	0	0	0	23199
8723819498	1	"Mountain Agribusiness and Livelihood Improvement (HIMALI) Project"	2011-09-26		2011-06-27	"Asian Development Bank"	46004		AGRICULTURE	DAC	311	Agriculture	On-Going	20000000	3099091.1	0	0	0	0	0	0	0	0	0	0	0	20000000	0	0	0	0	0	0	0	0	0	0	0	0	0	3099091.1	598518
872381955	1	"Project for Agriculture Commercialization and Trade (PACT)"	2013-02-13	2013-02-13	2013-02-13	"International Development Association"	44002		AGRICULTURE	DAC	311	Agriculture	On-Going	22099722.03	6467441.1	0	0	0	0	0	0	0	0	0	22099722.03	0	0	0	40000000	0	0	0	0	0	0	0	0	0	1371106.06	2430840	2665495.04	0
872381998	1	"Community Livestock Development Program (CLDP)"	2005-12-02	2005-12-02	2004-04-08	"Asian Development Bank"	46004		AGRICULTURE	DAC	311	Agriculture	Completed	29225640.55	21971935.23	0	0	0	0	29225640.55	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19587576.23	2384359	0	0
872382034	1	"Irrigation and Water Resources Management Project (IWRMP)"	2008-04-24	2008-04-24	2008-01-31	"International Development Association"	44002		AGRICULTURE|ENERGY|IRRIGATION	DAC	311|230|311	"Agriculture|Energy Generation and Supply|Agriculture"	On-Going	68428749.6	45760861.86	0	0	0	0	0	0	0	0	68428749.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10007367.54	17962861.43	17790632.89	7630000
872382130	1	"Kathmandu Valley Water Services Sector Development Project"	2004-12-07	2004-07-08	2004-04-08	"Asian Development Bank"	46004		"DRINKING WATER"	DAC	140	"Water Supply and Sanitation"	Completed	14958976.81	2257271.99	0	0	0	0	14958976.81	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	513149.07	1067768	676354.92	406828
872382165193	1	"Terai Arc Land Scape Programme(TAL-CBRP)- Nepal"	2011-07-01	2011-07-01	2011-07-01	"World Wide Fund for Nature"	21000		FOREST	DAC	312	Forestry	On-Going	1406348.84	1206446.32	0	0	0	0	0	0	0	0	0	0	0	0	1406348.84	1549100	0	0	0	0	0	0	0	0	0	0	0	1206446.32	1653095
872382165196	1	"TA-Scared Himalaya Arc Landscape Program"	2011-07-01	2011-07-01	2011-07-01	"World Wide Fund for Nature"	21000		FOREST	DAC	312	Forestry	On-Going	585936.51	583632.23	0	0	0	0	0	0	0	0	0	0	0	0	585936.51	665500	0	0	0	0	0	0	0	0	0	0	0	583632.23	681542
8723823112	1	"Public-Private Partnerships for Urban Environment (PPPUE)"	2004-03-01		2004-03-01	"Asian Development Bank|United Nations Development Programme|United Nations Office for Project Services"	46004|41114|41000		"LOCAL DEVELOPMENT"	DAC	430	Other	Completed	3784931.3	3265109.49	0	0	0	0	0	618523.33	0	1761696.22	-111634.8	1651722.17	0	0	-135375.62	0	0	0	0	0	0	0	28880.26	0	55249.3	2114903.07	728203	337873.86	2400
8723823120	1	"Disaster Risk Reduction at the National Level in Nepal - DRRNLN"	2008-10-01	2007-11-15	2008-09-29	"European Union|United Nations Development Programme"	42000|41114		"MISCELLANEOUS|URBAN DEVELOPMENT"	DAC	430|430	Other|Other	Completed	3444993.18	1725105.47	0	0	0	0	0	0	0	0	2589552.72	855440.46	0	0	0	0	0	0	0	0	0	0	0	0	0	1725529.35	-1448	1024.12	0
8723823121	1	"Implementation Support to CPAP (ISCAP)."	2008-04-01	2008-04-01	2008-04-28	"Department for International Development|United Nations Capital Development Fund|United Nations Development Programme"	GB-1|41111|41114		MISCELLANEOUS	DAC	430	Other	On-Going	33561054.84	2102235.46	0	0	0	0	0	0	0	0	0	0	33561054.84	0	0	42750000	0	0	0	0	0	0	0	0	0	0	1696227	406008.46	0
8723823122	1	"Enhancing Access to Financial Services - EAFS"	2010-11-01	2008-11-01	2008-07-01	"United Nations Capital Development Fund|United Nations Development Programme"	41111|41114		"FINANCIAL SERVICES|OTHERS: ECONOMIC"	DAC	240|150	"Banking and Financial Services|Government and Civil Society"	On-Going	3230641.16	2247827.59	0	0	0	0	0	0	0	0	3230641.16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	529153.6	762037	956636.99	0
8723823125	1	"Strengthening the Capacity of the National Human Rights Commission of Nepal (SCNHRC)"	2009-07-19	2009-07-19	2009-07-19	"Denmark|Department for International Development|Finland|Swiss Agency for Development and Cooperation|United Nation Office of High Commissioner for Human Rights|United Nations Development Programme"	11000|GB-1|11000|11000|41313|41114		"CONSTITUTIONAL BODIES"	DAC	151	"Government and civil society general"	On-Going	1577934.42	1763729.82	0	0	0	0	0	0	0	0	0	917357.99	515841.01	0	144735.42	0	0	0	0	0	0	0	0	0	239229.49	1356588.04	105064.28	62848.01	0
8723823127	1	"Strengthening Planning and Monitoring Capacity of NPC Project"	2009-10-16	2009-10-16	2009-10-16	"Department for International Development|United Nations Development Programme"	GB-1|41114		"PLANNING & STATISTICS"	DAC	150	"Government and Civil Society"	Completed	17372124.88	922757.07	0	0	0	0	0	0	0	0	13131050.84	1105144.11	997248.57	1675106	463575.36	0	0	0	0	0	0	0	0	0	0	523652.42	313480	85624.65	262324
8723823131	1	"Livelihood Recovery for Peace (LRP) Project"	2009-08-11	2009-08-11	2009-08-11	"United Nations Development Programme"	41114		"OTHERS: ECONOMIC"	DAC	150	"Government and Civil Society"	On-Going	10293921.3	7728807.5	0	0	0	0	0	0	0	0	0	10129407.59	0	169100	-4586.29	1431257	0	0	0	0	0	0	0	0	0	573707.4	3578155	3576945.1	1431257
8723823133	1	"Support to National HIV/AIDS Programme - SNHP"	2006-10-01	2006-10-02	2007-08-01	"AusAID|Department for International Development|Global Fund to Fight AIDS Tuberculosis and Malaria|United Nations Development Programme"	AU-5|GB-1|47045|41114		HEALTH	DAC	120	Health	Completed	36070239.52	32946640.65	0	0	0	0	0	0	8907180.3	5701710.76	11067651.42	6208306.42	1811757.48	1993413.98	380219.16	0	0	0	0	0	0	4729449.3	5837911.22	9317060.37	3749070.13	7333435.45	1690448.76	289265.42	0
872382352	1	"Western Upland Poverty Alleviation Project (WUPAP)III Phase"	2003-01-01	2003-01-01	2002-02-14	"International Fund for Agricultural Development"	41108		"ECONOMIC REFORM"	DAC	510	"General budget support"	On-Going	38438873.48	13451368.98	0	0	38438873.48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7126532.98	2816414.18	3508421.82	1706064.494
872382363	1	"High Value Agriculture Project in Hill and Mountain Areas (HVAP)"	2010-07-05		2010-07-05	"International Fund for Agricultural Development"	41108		AGRICULTURE	DAC	311	Agriculture	On-Going	15470689.29	1817758.24	0	0	0	0	0	0	0	0	0	0	15470689.29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1817758.24	557855
872382368	1	"Decentralized Rural Infrastructure and Livelihood Project (DRILP)"	2005-10-31	2005-10-31	2004-12-23	"Asian Development Bank|Swiss Agency for Development and Cooperation"	46004|11000		"LOCAL DEVELOPMENT"	DAC	430	Other	Completed	63945798.25	43129289.3	0	0	0	0	58451281.1	0	0	0	0	0	0	0	5494517.15	0	0	0	0	0	0	0	0	0	0	20707013.67	18604572.35	3817703.28	1354416.034
872382625	1	"Town Development Fund Project (phase III)"	2009-05-26	2009-05-26	2009-05-26	"Kreditanstalt für Wiederaufbau"	DE-2	DEU	"URBAN DEVELOPMENT"	DEU	430	Other	On-Going	10389294.88	1249832.77	0	0	0	0	0	0	0	0	0	10389294.88	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1249832.77	179629.877
872382674	1	"Leasehold Forestry and livestock Programme"	2005-09-07	2005-09-07	2005-06-07	"International Fund for Agricultural Development"	41108		FOREST	DAC	312	Forestry	On-Going	18900822.4	11787176.45	0	0	0	0	0	14524791.88	0	0	1340090.02	0	0	0	3035940.5	0	0	0	0	0	0	0	0	0	0	7023847.46	2547141	2216187.99	1201240
872382681	1	"Biodiversity Sector Programme for Siwaliks and Terai (BISEP-ST)"	2002-12-11		2002-12-11	"Stichting Nederlandse Vrijwilligers"	21000	NLD	FOREST	NLD	312	Forestry	Completed	20060365.06	17583838.8	0	0	20060365.06	0	0	0	0	0	0	0	0	0	0	0	174449.21	885874.71	2633395.49	2351926.28	2155306.56	0	1783065.72	4831300.36	2030771.47	737749	0	0	0
872382996	1	"Flour Fortification in Chakki Mills"	2010-03-11	2010-03-11	2010-03-11	"Asian Development Bank"	46004		HEALTH	DAC	120	Health	Completed	1964549.55	115000	0	0	0	0	0	0	0	0	0	0	1964549.55	0	0	0	0	0	0	0	0	0	0	0	0	0	115000	0	10062
872383040	1	"Second Rural Water Supply and Sanitation Project"	2005-01-17	2008-08-26	2004-09-14	"Asian Development Bank|International Development Association"	46004|44002		"DRINKING WATER"	DAC	140	"Water Supply and Sanitation"	Completed	65493674.66	94178487.99	0	0	0	0	36417549.63	0	0	0	29076125.03	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37398500.98	7411785.96	49368201.05	0
872383050	1	"Gender Equality and Empowerment of Women Project"	2006-11-28	2007-01-01	2006-06-09	"Asian Development Bank"	46004		"WOMEN CHILDREN & SOCIAL WELFARE"	DAC	160	"Other Social Infrastructure and Services"	On-Going	13040834.17	7479399.98	0	0	0	0	0	0	13040834.17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2224571.87	3602645	1652183.11	-9143
8723831114	1	"Load Dispatch Center Extension"	1997-12-04	1997-12-04	1997-12-04	"Kreditanstalt für Wiederaufbau"	DE-2	DEU	ELECTRICITY	DEU	230	"Energy Generation and Supply"	Completed	0	26356454.51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26185875.84	170578.67	0	93619.722
87238311260	1	"Support to the Implementation of Nepal's National Plan on the Elimination of Child Labour"	2011-08-31	2011-08-31	2011-07-19	Denmark	11000	DNK	"WOMEN CHILDREN & SOCIAL WELFARE"	DNK	160	"Other Social Infrastructure and Services"	Completed	280000	280000	0	0	0	0	0	0	0	0	0	0	0	280000	0	0	0	0	0	0	0	0	0	0	0	0	280000	0	0
8723831141	1	"Poverty Alleviation Fund II"	2004-12-13	2004-12-13	2008-03-19	"International Development Association|International Fund for Agricultural Development|World Bank Trust Funds"	44002|41108|44000		"ECONOMIC REFORM"	DAC	510	"General budget support"	On-Going	260908904.36	137360766.09	0	0	0	0	0	0	0	0	187510569.87	0	0	73398334.49	0	80000000	0	0	0	0	0	0	0	0	0	80568207.16	25316788.8	31475770.13	13949161
8723831145	1	"Human Rights and Good Governance Program, Phase III (2009-13)"	2008-12-29	2008-10-29	2008-12-29	Denmark	11000	DNK	"OTHERS: SOCIAL"	DNK	160	"Other Social Infrastructure and Services"	On-Going	17537380.66	11640072.18	0	0	0	0	0	0	0	0	17537380.66	0	0	0	0	0	0	0	0	0	0	0	0	0	3154416.38	3768777.44	2773629.18	1943249.18	0
8723831147	1	"Financial Sector Technical Assistance Project"	2003-04-30	2003-04-30	2003-04-30	"Department for International Development|International Development Association"	GB-1|44002		"FINANCIAL REFORM"	DAC	240	"Banking and Financial Services"	Completed	38236927.7	22558789.86	0	0	0	38236927.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11718304.58	10840485.28	0	0
8723831153	1	"The Food AID Project (KR 2008)"	2009-02-25	2009-02-25	2009-02-25	"Japan International Cooperation Agency"	JP-8	JPN	SUPPLY	JPN	210	"Transport and Storage"	Completed	7527759.47	8019528.11	0	0	0	0	0	0	0	0	0	7527759.47	0	0	0	0	0	0	0	0	0	0	0	0	7938474.3	81053.81	0	0	0
8723831155	1	"The Food AID Project (KR 2009)"	2010-02-09	2010-02-09	2010-02-09	"Japan International Cooperation Agency"	JP-8	JPN	SUPPLY	JPN	210	"Transport and Storage"	Completed	8163963.7	8290565.29	0	0	0	0	0	0	0	0	0	0	8163963.7	0	0	0	0	0	0	0	0	0	0	0	0	0	8290565.29	0	0
8723831157	1	"Assistance for Feasibility Studies of Small and Medium Size Hydro Power Projects"	2004-01-16	2004-01-16	2004-01-16	Norway	11000	NOR	ELECTRICITY	NOR	230	"Energy Generation and Supply"	On-Going	2527663.81	1855489.25	0	0	0	0	2527663.81	0	0	0	0	0	0	0	0	0	0	0	0	0	478304.2	109588.46	0	255887.17	319690.08	226742.76	465276.58	0	-168200.673
87238311653	1	"Making Markets Work for the Conflict Affected Communities in Nepal Project"	2012-02-17	2012-02-17	2012-02-17	"World Bank Trust Funds"	44000		"ECONOMIC REFORM"	DAC	510	"General budget support"	New	2678485.83	0	0	0	0	0	0	0	0	0	0	0	0	0	2678485.83	0	0	0	0	0	0	0	0	0	0	0	0	0	354932
8723831273	1	"Direct Aid Program"	2009-12-03	2009-12-03	2009-12-03	AusAID	AU-5	AUS	"OTHERS: SOCIAL"	AUS	160	"Other Social Infrastructure and Services"	On-Going	525565.26	278385.92	0	0	0	0	0	0	0	0	0	216553.49	120856.1	0	188155.67	0	0	0	0	0	0	0	0	0	0	166319.89	112066.03	0	171854.114
8723831274	1	"Nepal Water for Health Program"	2010-05-26	2010-05-26	2010-05-26	AusAID	AU-5	AUS	"DRINKING WATER"	AUS	140	"Water Supply and Sanitation"	On-Going	5868868.59	5748675.84	0	0	0	0	0	0	0	0	0	456173.98	3007976.84	0	2404717.77	0	0	0	0	0	0	0	0	0	0	3344254.68	0	2404421.16	1881270.903
8723831374	1	"PCR5, IR 2 - National Governance"	2008-01-01	2008-01-01	2008-02-25	"United Nations Children's Fund"	41122		"POLICY AND STRATEGIC"	DAC	150	"Government and civil society"	On-Going	1341129	603883.34	0	0	0	0	0	0	0	0	0	0	0	1341129	0	0	0	0	0	0	0	0	0	0	0	0	194000	409883.34	0
8723831570	1	"Australian Youth Ambassadors for Development (AYAD) and Volunteering for International Development from Australia (VIDA)"	1999-06-29	1999-08-01	1999-06-29	AusAID	AU-5	AUS	"EDUCATION|HEALTH|LIVELIHOOD|LOCAL DEVELOPMENT|WOMEN CHILDREN & SOCIAL WELFARE"	AUS	110|120|160|430|160	"Education|Health|Other Social Infrastructure and Services|Other|Other Social Infrastructure and Services"	On-Going	4075095.33	2068676.23	0	0	0	0	0	0	0	0	0	2149198.85	0	922399.55	1003496.93	0	0	0	0	0	0	0	0	0	0	316438.27	888841.74	863396.22	878365.476
8723831572	1	"Reintegration of Children/Youth formerly associated with Armed Forces and Armed Groups and Children Affected by Armed Conflict in Nepal – Phase IV"	2011-03-22	2011-03-22	2011-03-22	AusAID	AU-5	AUS	"WOMEN CHILDREN & SOCIAL WELFARE"	AUS	160	"Other Social Infrastructure and Services"	On-Going	1240303.03	867873.87	0	0	0	0	0	0	0	0	0	0	0	1240303.03	0	0	0	0	0	0	0	0	0	0	0	0	437716.08	430157.79	310441.983
8723831574	1	"Towards the Centre of Excellence – Tilganga Institute of Ophthalmology (TIO)"	2011-03-15	2011-04-11	2011-03-15	AusAID	AU-5	AUS	HEALTH	AUS	120	Health	On-Going	3011088.7	3026602.16	0	0	0	0	0	0	0	0	0	0	0	3011088.7	0	0	0	0	0	0	0	0	0	0	0	0	3026602.16	0	0
8723831606	1	"Australian Scholarships"				AusAID	AU-5	AUS	EDUCATION|HEALTH	AUS	110|120	Education|Health	On-Going	7110762.94	5955610.61	0	0	0	0	0	0	0	0	0	0	0	1926988.54	5183774.4	3679587.55	0	0	0	0	0	0	0	0	0	0	1926988.54	4028622.07	0
8723831655	1	"Modernization of Customs Administration"	2011-07-21	2011-07-21	2011-07-21	"Korea International Cooperation Agency"	11000	KOR	"FINANCIAL REFORM"	KOR	240	"Banking and Financial Services"	On-Going	5000000	2747095.8	0	0	0	0	0	0	0	0	0	0	0	5000000	0	0	0	0	0	0	0	0	0	0	0	285459.56	1100503.03	1361133.21	530419.57
872383656	1	"Commercial Agriculture Development Project (CADP)"	2007-08-06	2007-08-06	2007-02-23	"Asian Development Bank"	46004		AGRICULTURE	DAC	311	Agriculture	On-Going	20793791.48	13911177.58	0	0	0	0	0	0	0	20793791.48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5997737.03	4770387	3143053.55	1495292
872385111	1	"Information and Communication Technology Development Project (ICTDP)"	2008-07-25	2010-05-10	2008-05-23	"Asian Development Bank"	46004		COMMUNICATIONS	DAC	220	Communications	On-Going	26922009.67	1712526.97	0	0	0	0	0	0	0	0	26922009.67	0	0	0	0	0	0	0	0	0	0	0	0	0	0	217115.46	931522	563889.51	1139264
8723851221	1	"Implementation of Stop TB Strategy (2010-2015)"	2010-09-15	2010-07-16	2010-09-15	"Global Fund to Fight AIDS Tuberculosis and Malaria|Norway"	47045|11000		HEALTH	DAC	120	Health	On-Going	30999692.6	14145251.31	0	0	0	0	0	0	0	0	0	0	30999692.6	0	0	0	0	0	0	0	0	0	0	0	0	5711293.7	2720100	5713857.61	5777028
8723851222	1	"Scaling Up Coverage and Quality of HIV & AIDS Prevention targeted to Most at Risk Population and Treatment Care and Support Services to PLHA"	2008-11-15	2009-01-01	2008-11-02	"Global Fund to Fight AIDS Tuberculosis and Malaria|United Nations Development Programme"	47045|41114		HEALTH	DAC	120	Health	Completed	12565089.66	12351093.05	0	0	0	0	0	0	0	0	7252484.64	0	0	5993780	-681174.98	0	0	0	0	0	0	0	0	1946787.59	3699244.84	1618247.48	2406612	2680201.14	0
